,Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
263485,EU,Europe,CHE,Switzerland,1994,All,Age_all,[All],61987.0,100.0,492.80171521,886.31359204
263530,EU,Europe,CHE,Switzerland,1995,All,Age_all,[All],63389.0,100.0,492.96993059,900.32241112
263592,EU,Europe,CHE,Switzerland,1996,All,Age_all,[All],62643.0,100.0,474.83830862,885.81407845
263655,EU,Europe,CHE,Switzerland,1997,All,Age_all,[All],62880.0,100.0,469.10040797,887.02055326
263718,EU,Europe,CHE,Switzerland,1998,All,Age_all,[All],62567.0,100.0,459.04220681,877.28522938
263781,EU,Europe,CHE,Switzerland,1999,All,Age_all,[All],62499.0,100.0,449.37398458,872.07038962
263844,EU,Europe,CHE,Switzerland,2000,All,Age_all,[All],62545.0,100.0,444.14812055,867.59100585
263907,EU,Europe,CHE,Switzerland,2001,All,Age_all,[All],61283.0,100.0,427.70715515,844.07904369
263970,EU,Europe,CHE,Switzerland,2002,All,Age_all,[All],61768.0,100.0,416.07323113,844.53433778
264033,EU,Europe,CHE,Switzerland,2003,All,Age_all,[All],63070.0,100.0,418.36375657,859.38115291
264096,EU,Europe,CHE,Switzerland,2004,All,Age_all,[All],60180.0,100.0,395.32098981,814.38492286
264159,EU,Europe,CHE,Switzerland,2005,All,Age_all,[All],61124.0,100.0,390.48059169,821.87772787
264222,EU,Europe,CHE,Switzerland,2006,All,Age_all,[All],60283.0,100.0,377.36071317,805.49871157
264285,EU,Europe,CHE,Switzerland,2007,All,Age_all,[All],61089.0,100.0,371.36301115,809.00613777
264348,EU,Europe,CHE,Switzerland,2008,All,Age_all,[All],61233.0,100.0,361.74179283,800.67461017
264411,EU,Europe,CHE,Switzerland,2009,All,Age_all,[All],62431.0,100.0,360.29599721,806.20292382
264474,EU,Europe,CHE,Switzerland,2010,All,Age_all,[All],62649.0,100.0,350.55073519,800.63540667
264537,EU,Europe,CHE,Switzerland,2011,All,Age_all,[All],62089.0,100.0,343.90774053,784.70521832
264600,EU,Europe,CHE,Switzerland,2012,All,Age_all,[All],64173.0,100.0,344.0036397,802.47737206
264663,EU,Europe,CHE,Switzerland,2013,All,Age_all,[All],64961.0,100.0,340.60967724,803.04395454
264726,EU,Europe,CHE,Switzerland,2014,All,Age_all,[All],63863.0,100.0,324.60238649,778.24743401
264789,EU,Europe,CHE,Switzerland,2015,All,Age_all,[All],67606.0,100.0,336.58786854,816.26128281
264852,EU,Europe,CHE,Switzerland,2016,All,Age_all,[All],64964.0,100.0,316.62381245,775.84351665
264915,EU,Europe,CHE,Switzerland,2017,All,Age_all,[All],66971.0,100.0,317.57413327,792.38357655
264978,EU,Europe,CHE,Switzerland,2018,All,Age_all,[All],67088.0,100.0,312.3552528,787.94230291
265041,AS,Asia,SYR,Syrian Arab Republic,1998,All,Age_all,[All],59597.0,100.0,804.24033504,382.04206764
265104,AS,Asia,SYR,Syrian Arab Republic,1999,All,Age_all,[All],61716.0,100.0,820.19815583,385.38814667
265167,AS,Asia,SYR,Syrian Arab Republic,2000,All,Age_all,[All],60675.0,100.0,785.81002143,369.72495267
265221,AS,Asia,SYR,Syrian Arab Republic,2001,All,Age_all,[All],52832.0,100.0,644.91564193,315.10337749
265293,AS,Asia,SYR,Syrian Arab Republic,2002,All,Age_all,[All],58354.0,100.0,705.96727546,341.55842514
265339,AS,Asia,SYR,Syrian Arab Republic,2003,All,Age_all,[All],49998.0,100.0,591.92139839,287.09380201
265419,AS,Asia,SYR,Syrian Arab Republic,2004,All,Age_all,[All],53325.0,100.0,610.52691248,299.11108057
265482,AS,Asia,SYR,Syrian Arab Republic,2005,All,Age_all,[All],56903.0,100.0,634.53943297,309.9093435
265548,AS,Asia,SYR,Syrian Arab Republic,2006,All,Age_all,[All],57160.0,100.0,602.03913481,299.90674348
265608,AS,Asia,SYR,Syrian Arab Republic,2007,All,Age_all,[All],58260.0,100.0,590.11668114,293.08409079
265671,AS,Asia,SYR,Syrian Arab Republic,2008,All,Age_all,[All],67028.0,100.0,656.3750369,324.37029007
265717,AS,Asia,SYR,Syrian Arab Republic,2009,All,Age_all,[All],63336.0,100.0,601.60610342,298.67197639
265797,AS,Asia,SYR,Syrian Arab Republic,2010,All,Age_all,[All],67024.0,100.0,631.46671074,313.74562441
265860,AS,Asia,TJK,Tajikistan,1981,All,Age_all,[All],31637.0,100.0,886.92779817,779.1596887
265923,AS,Asia,TJK,Tajikistan,1982,All,Age_all,[All],32053.0,100.0,879.41600524,768.06766989
265990,AS,Asia,TJK,Tajikistan,1985,All,Age_all,[All],32014.0,100.0,835.5748448,702.35405103
266049,AS,Asia,TJK,Tajikistan,1986,All,Age_all,[All],31993.0,100.0,801.70179896,679.5598887
266112,AS,Asia,TJK,Tajikistan,1987,All,Age_all,[All],33543.0,100.0,823.59979143,689.95803851
266175,AS,Asia,TJK,Tajikistan,1988,All,Age_all,[All],35334.0,100.0,863.19242981,704.98802873
266227,AS,Asia,TJK,Tajikistan,1989,All,Age_all,[All],33395.0,100.0,830.9216141,647.3153712
266301,AS,Asia,TJK,Tajikistan,1990,All,Age_all,[All],33020.0,100.0,818.83892162,631.11620795
266364,AS,Asia,TJK,Tajikistan,1991,All,Age_all,[All],33067.0,100.0,809.72301455,618.96561406
266427,AS,Asia,TJK,Tajikistan,1992,All,Age_all,[All],36718.0,100.0,874.55717066,661.00199824
266490,AS,Asia,TJK,Tajikistan,1993,All,Age_all,[All],49326.0,100.0,1208.3372766,887.84491603
266554,AS,Asia,TJK,Tajikistan,1994,All,Age_all,[All],39943.0,100.0,1023.7342802,702.25746334
266616,AS,Asia,TJK,Tajikistan,1995,All,Age_all,[All],34274.0,100.0,928.09637973,595.29309596
266679,AS,Asia,TJK,Tajikistan,1996,All,Age_all,[All],31792.0,100.0,918.40965658,554.32399568
266742,AS,Asia,TJK,Tajikistan,1997,All,Age_all,[All],28710.0,100.0,844.0871516,493.08800874
266805,AS,Asia,TJK,Tajikistan,1998,All,Age_all,[All],27397.0,100.0,832.93240503,461.33698986
266868,AS,Asia,TJK,Tajikistan,1999,All,Age_all,[All],25495.0,100.0,800.01135091,420.42866078
266931,AS,Asia,TJK,Tajikistan,2000,All,Age_all,[All],25899.0,100.0,773.21620148,418.51105469
266996,AS,Asia,TJK,Tajikistan,2001,All,Age_all,[All],26737.0,100.0,792.23189298,423.53919215
267058,AS,Asia,TJK,Tajikistan,2002,All,Age_all,[All],27230.0,100.0,803.63339151,422.7598502
267120,AS,Asia,TJK,Tajikistan,2003,All,Age_all,[All],26784.0,100.0,776.50598809,407.47121847
267183,AS,Asia,TJK,Tajikistan,2004,All,Age_all,[All],26770.0,100.0,739.30902158,398.94714912
267246,AS,Asia,TJK,Tajikistan,2005,All,Age_all,[All],28913.0,100.0,887.59590347,425.85996449
267309,AS,Asia,TJK,Tajikistan,2016,All,Age_all,[All],34126.0,100.0,813.1084335,393.90187358
267372,AS,Asia,TJK,Tajikistan,2017,All,Age_all,[All],32024.0,100.0,710.32950039,370.34908269
267435,AS,Asia,THA,Thailand,1969,All,Age_all,[All],243444.0,100.0,1048.2553235,722.21431114
267498,AS,Asia,THA,Thailand,1970,All,Age_all,[All],223899.0,100.0,798.51495149,607.02674964
267561,AS,Asia,THA,Thailand,1971,All,Age_all,[All],227990.0,100.0,786.27021715,600.55404067
267634,AS,Asia,THA,Thailand,1972,All,Age_all,[All],248676.0,100.0,829.4355655,636.67407664
267689,AS,Asia,THA,Thailand,1973,All,Age_all,[All],239151.0,100.0,838.25576735,595.50171613
267750,AS,Asia,THA,Thailand,1974,All,Age_all,[All],246459.0,100.0,859.03273558,597.44270408
267813,AS,Asia,THA,Thailand,1975,All,Age_all,[All],237018.0,100.0,831.24621889,559.97791634
267879,AS,Asia,THA,Thailand,1976,All,Age_all,[All],215855.0,100.0,728.25547139,497.6223608
267939,AS,Asia,THA,Thailand,1977,All,Age_all,[All],236783.0,100.0,780.07022878,533.22414065
268002,AS,Asia,THA,Thailand,1978,All,Age_all,[All],233216.0,100.0,753.27274525,513.54367508
268062,AS,Asia,THA,Thailand,1979,All,Age_all,[All],241111.0,100.0,798.96420605,519.61613348
268128,AS,Asia,THA,Thailand,1980,All,Age_all,[All],247970.0,100.0,887.29415907,553.20193198
268191,AS,Asia,THA,Thailand,1981,All,Age_all,[All],239423.0,100.0,767.86005765,495.43029119
268254,AS,Asia,THA,Thailand,1982,All,Age_all,[All],247402.0,100.0,777.82997783,502.27891481
268320,AS,Asia,THA,Thailand,1983,All,Age_all,[All],252592.0,100.0,774.17972007,503.43281901
268380,AS,Asia,THA,Thailand,1984,All,Age_all,[All],225282.0,100.0,681.83700381,440.90925139
268446,AS,Asia,THA,Thailand,1985,All,Age_all,[All],225088.0,100.0,679.10708445,432.63772332
268506,AS,Asia,THA,Thailand,1986,All,Age_all,[All],218025.0,100.0,637.55591303,411.52248616
268569,AS,Asia,THA,Thailand,1987,All,Age_all,[All],232968.0,100.0,664.08100495,431.85502893
268632,AS,Asia,THA,Thailand,1990,All,Age_all,[All],252512.0,100.0,650.28373783,446.46410689
268695,AS,Asia,THA,Thailand,1991,All,Age_all,[All],264347.0,100.0,659.45640282,461.88295402
268758,AS,Asia,THA,Thailand,1992,All,Age_all,[All],275313.0,100.0,664.98941944,476.22926431
268821,AS,Asia,THA,Thailand,1994,All,Age_all,[All],305526.0,100.0,749.76254646,528.75636011
268884,AS,Asia,THA,Thailand,1995,All,Age_all,[All],324842.0,100.0,702.50806728,546.25338972
268950,AS,Asia,THA,Thailand,1996,All,Age_all,[All],342643.0,100.0,679.68577261,569.83525712
269013,AS,Asia,THA,Thailand,1997,All,Age_all,[All],298084.0,100.0,581.35888064,489.8944036
269073,AS,Asia,THA,Thailand,1998,All,Age_all,[All],310512.0,100.0,609.77290612,504.19985496
269136,AS,Asia,THA,Thailand,1999,All,Age_all,[All],362607.0,100.0,681.31756876,582.04705851
269199,AS,Asia,THA,Thailand,2000,All,Age_all,[All],365583.0,100.0,669.27761534,580.72701699
269271,AS,Asia,THA,Thailand,2002,All,Age_all,[All],380364.0,100.0,662.9332784,608.05339355
269325,AS,Asia,THA,Thailand,2003,All,Age_all,[All],384131.0,100.0,644.98576903,595.09186278
269391,AS,Asia,THA,Thailand,2004,All,Age_all,[All],393592.0,100.0,644.29677338,605.56995053
269451,AS,Asia,THA,Thailand,2005,All,Age_all,[All],395374.0,100.0,630.02256929,604.39778905
269505,AS,Asia,THA,Thailand,2006,All,Age_all,[All],391126.0,100.0,601.27772565,594.30318868
269577,AS,Asia,THA,Thailand,2007,All,Age_all,[All],393254.0,100.0,644.42436516,624.87213689
269642,AS,Asia,THA,Thailand,2008,All,Age_all,[All],397327.0,100.0,641.5985829,628.54250913
269705,AS,Asia,THA,Thailand,2009,All,Age_all,[All],393747.0,100.0,620.62982545,620.48990033
269766,AS,Asia,THA,Thailand,2010,All,Age_all,[All],411331.0,100.0,630.50480091,645.71429281
269820,AS,Asia,THA,Thailand,2011,All,Age_all,[All],414670.0,100.0,612.81264985,646.09463206
269892,AS,Asia,THA,Thailand,2012,All,Age_all,[All],415141.0,100.0,593.62984763,645.96931848
269976,AS,Asia,THA,Thailand,2013,All,Age_all,[All],426065.0,100.0,580.47645856,659.3259294
270039,AS,Asia,THA,Thailand,2014,All,Age_all,[All],435624.0,100.0,567.88840748,670.65183556
270102,AS,Asia,THA,Thailand,2015,All,Age_all,[All],445964.0,100.0,558.99988858,685.80935597
270165,AS,Asia,THA,Thailand,2016,All,Age_all,[All],469085.0,100.0,568.45826979,721.51943223
270228,AS,Asia,THA,Thailand,2017,All,Age_all,[All],458010.0,100.0,540.0338817,702.41764574
270291,AS,Asia,THA,Thailand,2018,All,Age_all,[All],461818.0,100.0,527.56599772,706.07549851
270354,AS,Asia,THA,Thailand,2019,All,Age_all,[All],494339.0,100.0,544.40525535,754.05920467
270417,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1951,All,Age_all,[All],7814.0,100.0,1653.3012612,1204.5629721
270480,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1952,All,Age_all,[All],7999.0,100.0,1664.7519061,1206.6676723
270523,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1953,All,Age_all,[All],7262.0,100.0,1527.2275894,1070.4599057
270606,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1954,All,Age_all,[All],6807.0,100.0,1341.8653752,975.77408257
270649,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1955,All,Age_all,[All],7462.0,100.0,1439.5393081,1035.0950201
270732,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1956,All,Age_all,[All],7136.0,100.0,1448.4659389,961.07744108
270795,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1957,All,Age_all,[All],7283.0,100.0,1491.1602179,952.02614379
270858,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1958,All,Age_all,[All],7288.0,100.0,1424.196439,924.05223786
270901,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1960,All,Age_all,[All],6608.0,100.0,1129.1068959,785.54446029
270984,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1961,All,Age_all,[All],6750.0,100.0,1227.002854,778.00829876
271050,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1962,All,Age_all,[All],6465.0,100.0,1170.9833602,717.93448084
271110,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1963,All,Age_all,[All],6668.0,100.0,1198.5616814,721.41079736
271173,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1966,All,Age_all,[All],7060.0,100.0,1323.5081407,709.61905719
271236,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1967,All,Age_all,[All],6775.0,100.0,1375.892491,670.65927539
271299,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1968,All,Age_all,[All],7116.0,100.0,1403.1005113,764.5077595
271362,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1970,All,Age_all,[All],6956.0,100.0,1364.683672,735.80434967
271425,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1971,All,Age_all,[All],7044.0,100.0,1337.9777237,737.01975744
271490,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1972,All,Age_all,[All],6955.0,100.0,1275.3875924,718.3908046
271557,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1973,All,Age_all,[All],7517.0,100.0,1318.0003182,765.47082005
271616,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1974,All,Age_all,[All],6716.0,100.0,1161.0114858,673.96359031
271680,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1975,All,Age_all,[All],6899.0,100.0,1182.0824643,682.43687039
271740,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1976,All,Age_all,[All],7388.0,100.0,1197.5357574,720.70525321
271803,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1977,All,Age_all,[All],7311.0,100.0,1146.4081251,703.51381624
271870,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1978,All,Age_all,[All],6824.0,100.0,1021.2011075,647.70995047
271929,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1979,All,Age_all,[All],7060.0,100.0,1038.5163806,660.65279233
272010,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1980,All,Age_all,[All],7506.0,100.0,1072.6288999,685.47945205
272055,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1981,All,Age_all,[All],7354.0,100.0,1063.7756957,661.50940002
272121,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1982,All,Age_all,[All],7641.0,100.0,1091.2911167,676.9135365
272181,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1983,All,Age_all,[All],7546.0,100.0,1081.2827823,656.74499565
272244,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1984,All,Age_all,[All],7819.0,100.0,978.66118733,670.81331503
272307,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1985,All,Age_all,[All],8026.0,100.0,958.83154103,691.89655172
272370,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1986,All,Age_all,[All],7699.0,100.0,947.82481656,639.45182724
272433,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1987,All,Age_all,[All],8054.0,100.0,986.41656414,658.38306221
272499,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1988,All,Age_all,[All],8036.0,100.0,971.10494254,646.60444158
272559,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1989,All,Age_all,[All],8213.0,100.0,975.91434693,672.09492635
272622,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1990,All,Age_all,[All],8196.0,100.0,927.72077821,662.57073565
272685,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1991,All,Age_all,[All],8192.0,100.0,938.69342585,654.8361311
272751,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1992,All,Age_all,[All],8533.0,100.0,870.22227871,679.00055701
272811,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1993,All,Age_all,[All],8807.0,100.0,882.17442075,695.16141763
272874,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1994,All,Age_all,[All],9264.0,100.0,915.86848419,725.39346958
272937,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1995,All,Age_all,[All],9042.0,100.0,955.93649542,720.9376495
273000,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1996,All,Age_all,[All],9376.0,100.0,962.79756159,745.57730951
273063,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1997,All,Age_all,[All],9157.0,100.0,916.38328076,726.83371327
273126,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1998,All,Age_all,[All],9636.0,100.0,942.14395522,763.73450002
273189,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1999,All,Age_all,[All],10014.0,100.0,963.19759003,792.28883177
273254,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,2000,All,Age_all,[All],9478.0,100.0,894.73582006,747.97597449
273315,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,2001,All,Age_all,[All],9753.0,100.0,893.25538375,766.96717289
273374,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,2002,All,Age_all,[All],9624.0,100.0,858.16166959,753.51566262
273444,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,2003,All,Age_all,[All],10206.0,100.0,887.91731162,795.1329078
273504,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,2004,All,Age_all,[All],9872.0,100.0,838.10001743,765.19835706
273567,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,2005,All,Age_all,[All],9885.0,100.0,820.92750886,762.43615513
273630,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,2006,All,Age_all,[All],9664.0,100.0,778.23084918,741.92302702
273693,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,2007,All,Age_all,[All],9653.0,100.0,754.22945553,737.74256736
273756,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,2008,All,Age_all,[All],10463.0,100.0,797.63842277,796.00256535
273822,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,2009,All,Age_all,[All],9693.0,100.0,722.02561361,733.80118553
273885,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,2010,All,Age_all,[All],10219.0,100.0,747.58938155,769.41784306
273941,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,2011,All,Age_all,[All],9438.0,100.0,668.43383217,706.34301717
274035,NAC,North America and the Caribbean,TTO,Trinidad and Tobago,2012,All,Age_all,[All],9616.0,100.0,663.41693858,715.04046269
274113,AS,Asia,TUR,Turkey,2009,All,Age_all,[All],281504.0,100.0,457.80860525,390.76499538
274176,AS,Asia,TUR,Turkey,2010,All,Age_all,[All],294501.0,100.0,456.71609935,402.64197867
274239,AS,Asia,TUR,Turkey,2011,All,Age_all,[All],312249.0,100.0,463.47446149,420.68678979
274303,AS,Asia,TUR,Turkey,2012,All,Age_all,[All],320967.0,100.0,457.13932221,426.95506647
274365,AS,Asia,TUR,Turkey,2013,All,Age_all,[All],357533.0,100.0,490.03624195,470.10032586
274428,AS,Asia,TUR,Turkey,2014,All,Age_all,[All],383603.0,100.0,503.64608342,497.01170808
274491,AS,Asia,TUR,Turkey,2015,All,Age_all,[All],396971.0,100.0,501.06212541,507.51562172
274554,AS,Asia,TUR,Turkey,2016,All,Age_all,[All],420124.0,100.0,513.06247298,529.93794164
274617,AS,Asia,TUR,Turkey,2019,All,Age_all,[All],435941.0,100.0,477.53849187,527.9050088
274680,AS,Asia,TKM,Turkmenistan,1981,All,Age_all,[All],24883.0,100.0,1100.1507111,848.1202495
274732,AS,Asia,TKM,Turkmenistan,1982,All,Age_all,[All],23984.0,100.0,1049.2467055,798.10987987
274806,AS,Asia,TKM,Turkmenistan,1985,All,Age_all,[All],26080.0,100.0,1073.8772032,808.78248465
274869,AS,Asia,TKM,Turkmenistan,1986,All,Age_all,[All],27865.0,100.0,1083.2821911,842.17366337
274972,AS,Asia,TKM,Turkmenistan,1987,All,Age_all,[All],26802.0,100.0,1043.5086598,789.50159067
274995,AS,Asia,TKM,Turkmenistan,1988,All,Age_all,[All],27317.0,100.0,1058.7090657,785.58076669
275072,AS,Asia,TKM,Turkmenistan,1989,All,Age_all,[All],27609.0,100.0,1066.8598064,774.53290692
275137,AS,Asia,TKM,Turkmenistan,1990,All,Age_all,[All],25755.0,100.0,1006.2927619,704.28505018
275184,AS,Asia,TKM,Turkmenistan,1991,All,Age_all,[All],27403.0,100.0,1113.0376258,731.27318336
275247,AS,Asia,TKM,Turkmenistan,1992,All,Age_all,[All],27509.0,100.0,1098.2018595,715.31840757
275310,AS,Asia,TKM,Turkmenistan,1993,All,Age_all,[All],31171.0,100.0,1210.0134006,789.6790211
275373,AS,Asia,TKM,Turkmenistan,1994,All,Age_all,[All],32067.0,100.0,1283.3745602,792.73689155
275439,AS,Asia,TKM,Turkmenistan,1995,All,Age_all,[All],31404.0,100.0,1124.8624053,700.77879187
275502,AS,Asia,TKM,Turkmenistan,1996,All,Age_all,[All],32266.0,100.0,1170.9992337,706.56505934
275562,AS,Asia,TKM,Turkmenistan,1997,All,Age_all,[All],30301.0,100.0,1089.9607203,652.56062368
275625,AS,Asia,TKM,Turkmenistan,1998,All,Age_all,[All],29696.0,100.0,1066.1903075,630.78295595
275704,AS,Asia,TKM,Turkmenistan,1999,All,Age_all,[All],25578.0,100.0,918.46318621,572.70996063
275749,AS,Asia,TKM,Turkmenistan,2000,All,Age_all,[All],25978.0,100.0,939.10106096,575.22663748
275814,AS,Asia,TKM,Turkmenistan,2001,All,Age_all,[All],25840.0,100.0,908.87053955,566.15973022
275877,AS,Asia,TKM,Turkmenistan,2002,All,Age_all,[All],27251.0,100.0,954.1316077,591.12734151
275940,AS,Asia,TKM,Turkmenistan,2003,All,Age_all,[All],27135.0,100.0,938.28026339,582.82856249
276003,AS,Asia,TKM,Turkmenistan,2004,All,Age_all,[All],27067.0,100.0,920.25455479,575.47719193
276066,AS,Asia,TKM,Turkmenistan,2005,All,Age_all,[All],28206.0,100.0,947.91614749,593.23028465
276129,AS,Asia,TKM,Turkmenistan,2006,All,Age_all,[All],27944.0,100.0,905.87350997,580.94317613
276192,AS,Asia,TKM,Turkmenistan,2007,All,Age_all,[All],28536.0,100.0,902.49481852,585.93786094
276255,AS,Asia,TKM,Turkmenistan,2009,All,Age_all,[All],27750.0,100.0,828.41967856,554.11850828
276318,AS,Asia,TKM,Turkmenistan,2010,All,Age_all,[All],28279.0,100.0,821.18432284,555.88393881
276381,AS,Asia,TKM,Turkmenistan,2011,All,Age_all,[All],28851.0,100.0,813.79285891,557.60583755
276444,AS,Asia,TKM,Turkmenistan,2012,All,Age_all,[All],29208.0,100.0,799.54769286,554.45243835
276507,AS,Asia,TKM,Turkmenistan,2013,All,Age_all,[All],30510.0,100.0,808.71242079,568.53989786
276570,AS,Asia,TKM,Turkmenistan,2014,All,Age_all,[All],31751.0,100.0,814.8376212,580.84695979
276633,AS,Asia,TKM,Turkmenistan,2015,All,Age_all,[All],32247.0,100.0,808.94729519,579.43103384
276696,EU,Europe,UKR,Ukraine,1981,All,Age_all,[All],568789.0,100.0,926.76153053,1133.7278602
276759,EU,Europe,UKR,Ukraine,1982,All,Age_all,[All],568231.0,100.0,910.69652825,1128.393983
276817,EU,Europe,UKR,Ukraine,1985,All,Age_all,[All],617548.0,100.0,942.73016063,1212.9237538
276885,EU,Europe,UKR,Ukraine,1986,All,Age_all,[All],565150.0,100.0,849.54194863,1106.4775386
276948,EU,Europe,UKR,Ukraine,1987,All,Age_all,[All],586387.0,100.0,866.43351509,1144.4466564
277011,EU,Europe,UKR,Ukraine,1988,All,Age_all,[All],600725.0,100.0,874.12238734,1169.2352309
277074,EU,Europe,UKR,Ukraine,1989,All,Age_all,[All],600590.0,100.0,864.80772134,1165.8432899
277137,EU,Europe,UKR,Ukraine,1990,All,Age_all,[All],629602.0,100.0,895.06775774,1219.289344
277200,EU,Europe,UKR,Ukraine,1991,All,Age_all,[All],669957.0,100.0,945.96420796,1294.7054743
277263,EU,Europe,UKR,Ukraine,1992,All,Age_all,[All],697106.0,100.0,978.85939351,1343.2827768
277326,EU,Europe,UKR,Ukraine,1993,All,Age_all,[All],741664.0,100.0,1036.219824,1428.3507785
277388,EU,Europe,UKR,Ukraine,1994,All,Age_all,[All],764669.0,100.0,1071.2754954,1480.0035613
277452,EU,Europe,UKR,Ukraine,1995,All,Age_all,[All],792615.0,100.0,1120.5353067,1545.7635647
277514,EU,Europe,UKR,Ukraine,1996,All,Age_all,[All],776717.0,100.0,1099.3011073,1527.1937569
277578,EU,Europe,UKR,Ukraine,1997,All,Age_all,[All],754151.0,100.0,1063.900687,1495.0824807
277640,EU,Europe,UKR,Ukraine,1998,All,Age_all,[All],719954.0,100.0,1010.1431917,1438.5241398
277704,EU,Europe,UKR,Ukraine,1999,All,Age_all,[All],739170.0,100.0,1035.7738548,1488.6533907
277767,EU,Europe,UKR,Ukraine,2000,All,Age_all,[All],758082.0,100.0,1059.0216686,1539.365314
277830,EU,Europe,UKR,Ukraine,2001,All,Age_all,[All],745952.0,100.0,1040.5281101,1527.6434007
277893,EU,Europe,UKR,Ukraine,2002,All,Age_all,[All],754911.0,100.0,1068.2861244,1573.1812454
277955,EU,Europe,UKR,Ukraine,2003,All,Age_all,[All],765408.0,100.0,1077.7313597,1606.8996788
278019,EU,Europe,UKR,Ukraine,2004,All,Age_all,[All],761261.0,100.0,1073.4948179,1610.4094176
278082,EU,Europe,UKR,Ukraine,2005,All,Age_all,[All],781961.0,100.0,1099.1772451,1666.4125012
278125,EU,Europe,UKR,Ukraine,2006,All,Age_all,[All],758092.0,100.0,1053.4473375,1626.547492
278188,EU,Europe,UKR,Ukraine,2007,All,Age_all,[All],762877.0,100.0,1057.7864121,1646.6511256
278271,EU,Europe,UKR,Ukraine,2008,All,Age_all,[All],754460.0,100.0,1035.2368671,1637.3599506
278314,EU,Europe,UKR,Ukraine,2009,All,Age_all,[All],706739.0,100.0,947.06548916,1540.6434499
278397,EU,Europe,UKR,Ukraine,2010,All,Age_all,[All],698235.0,100.0,918.13675901,1528.1880087
278460,EU,Europe,UKR,Ukraine,2011,All,Age_all,[All],664588.0,100.0,864.56926874,1459.8074219
278503,EU,Europe,UKR,Ukraine,2012,All,Age_all,[All],663139.0,100.0,853.44998241,1460.2408778
278587,EU,Europe,UKR,Ukraine,2014,All,Age_all,[All],632296.0,100.0,844.91308982,1476.2381357
278629,EU,Europe,UKR,Ukraine,2015,All,Age_all,[All],594796.0,100.0,785.3252614,1393.7720839
278692,EU,Europe,UKR,Ukraine,2017,All,Age_all,[All],574123.0,100.0,740.85030575,1356.7568416
