,Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
31647,EU,Europe,BEL,Belgium,2005,All,Age_all,[All],102934.0,100.0,483.18090928,982.32428955
31710,EU,Europe,BEL,Belgium,2006,All,Age_all,[All],100102.0,100.0,458.26376511,949.01771992
31773,EU,Europe,BEL,Belgium,2007,All,Age_all,[All],101384.0,100.0,453.61429161,954.13940219
31836,EU,Europe,BEL,Belgium,2008,All,Age_all,[All],103760.0,100.0,450.84455947,968.81663474
31920,EU,Europe,BEL,Belgium,2009,All,Age_all,[All],103816.0,100.0,440.09848024,961.57150289
31983,EU,Europe,BEL,Belgium,2010,All,Age_all,[All],105152.0,100.0,439.17789559,970.04540169
32046,EU,Europe,BEL,Belgium,2011,All,Age_all,[All],104292.0,100.0,425.91619596,948.05410377
32109,EU,Europe,BEL,Belgium,2012,All,Age_all,[All],109076.0,100.0,431.00134664,983.12280022
32163,EU,Europe,BEL,Belgium,2013,All,Age_all,[All],109334.0,100.0,421.3064377,978.07958108
32238,EU,Europe,BEL,Belgium,2014,All,Age_all,[All],104755.0,100.0,396.29145004,933.03963212
32298,EU,Europe,BEL,Belgium,2015,All,Age_all,[All],110541.0,100.0,406.83443279,981.20565242
32361,EU,Europe,BEL,Belgium,2016,All,Age_all,[All],108097.0,100.0,391.52099974,952.20695722
32427,EU,Europe,BEL,Belgium,2017,All,Age_all,[All],109666.0,100.0,388.64643527,964.08246454
32487,EU,Europe,BEL,Belgium,2018,All,Age_all,[All],110693.0,100.0,385.01240288,968.69118132
32550,CSA,Central and South America,BLZ,Belize,1964,All,Age_all,[All],729.0,100.0,862.64883725,707.29317253
32613,CSA,Central and South America,BLZ,Belize,1965,All,Age_all,[All],710.0,100.0,848.39407766,669.060206
32679,CSA,Central and South America,BLZ,Belize,1966,All,Age_all,[All],772.0,100.0,893.71302727,706.00930981
32741,CSA,Central and South America,BLZ,Belize,1967,All,Age_all,[All],811.0,100.0,821.20861126,719.66066802
32802,CSA,Central and South America,BLZ,Belize,1968,All,Age_all,[All],714.0,100.0,779.3074821,615.19373433
32865,CSA,Central and South America,BLZ,Belize,1969,All,Age_all,[All],754.0,100.0,801.86919969,632.22679669
32923,CSA,Central and South America,BLZ,Belize,1970,All,Age_all,[All],797.0,100.0,854.00721438,652.30557693
32997,CSA,Central and South America,BLZ,Belize,1971,All,Age_all,[All],618.0,100.0,639.878332,498.38709677
33056,CSA,Central and South America,BLZ,Belize,1972,All,Age_all,[All],669.0,100.0,665.78398298,523.4741784
33122,CSA,Central and South America,BLZ,Belize,1973,All,Age_all,[All],777.0,100.0,722.10404924,588.63636364
33186,CSA,Central and South America,BLZ,Belize,1974,All,Age_all,[All],721.0,100.0,666.30066985,530.14705882
33246,CSA,Central and South America,BLZ,Belize,1975,All,Age_all,[All],723.0,100.0,640.7491603,516.42857143
33306,CSA,Central and South America,BLZ,Belize,1976,All,Age_all,[All],871.0,100.0,736.5487963,604.86111111
33375,CSA,Central and South America,BLZ,Belize,1977,All,Age_all,[All],759.0,100.0,642.4524724,509.05432596
33435,CSA,Central and South America,BLZ,Belize,1978,All,Age_all,[All],871.0,100.0,785.69899648,569.28104575
33495,CSA,Central and South America,BLZ,Belize,1979,All,Age_all,[All],651.0,100.0,548.88755888,412.02531646
33558,CSA,Central and South America,BLZ,Belize,1980,All,Age_all,[All],815.0,100.0,805.62426306,560.90846524
33632,CSA,Central and South America,BLZ,Belize,1982,All,Age_all,[All],703.0,100.0,758.70727188,464.02640264
33684,CSA,Central and South America,BLZ,Belize,1983,All,Age_all,[All],719.0,100.0,896.74668121,461.19307248
33747,CSA,Central and South America,BLZ,Belize,1984,All,Age_all,[All],785.0,100.0,826.87515715,494.3324937
33810,CSA,Central and South America,BLZ,Belize,1986,All,Age_all,[All],787.0,100.0,590.24033588,470.97546379
33873,CSA,Central and South America,BLZ,Belize,1987,All,Age_all,[All],761.0,100.0,620.866271,436.55346489
33939,CSA,Central and South America,BLZ,Belize,1989,All,Age_all,[All],744.0,100.0,635.1872225,405.51809843
33999,CSA,Central and South America,BLZ,Belize,1990,All,Age_all,[All],685.0,100.0,572.06360549,365.52828175
34062,CSA,Central and South America,BLZ,Belize,1991,All,Age_all,[All],742.0,100.0,631.82756865,385.85543422
34116,CSA,Central and South America,BLZ,Belize,1993,All,Age_all,[All],819.0,100.0,641.41362517,404.24481737
34185,CSA,Central and South America,BLZ,Belize,1994,All,Age_all,[All],763.0,100.0,566.70002197,378.32209441
34253,CSA,Central and South America,BLZ,Belize,1995,All,Age_all,[All],931.0,100.0,689.70627157,436.47444913
34325,CSA,Central and South America,BLZ,Belize,1996,All,Age_all,[All],887.0,100.0,629.44590219,415.13778643
34377,CSA,Central and South America,BLZ,Belize,1997,All,Age_all,[All],1175.0,100.0,805.69591953,530.28251647
34440,CSA,Central and South America,BLZ,Belize,1998,All,Age_all,[All],1350.0,100.0,921.02239583,586.33449732
34503,CSA,Central and South America,BLZ,Belize,1999,All,Age_all,[All],1189.0,100.0,826.55285759,497.51451956
34566,CSA,Central and South America,BLZ,Belize,2000,All,Age_all,[All],1534.0,100.0,1091.9260446,620.26160969
34629,CSA,Central and South America,BLZ,Belize,2001,All,Age_all,[All],1261.0,100.0,835.17997723,494.38766109
34692,CSA,Central and South America,BLZ,Belize,2002,All,Age_all,[All],1284.0,100.0,823.18653931,489.37029781
34809,CSA,Central and South America,BLZ,Belize,2003,All,Age_all,[All],1277.0,100.0,839.67777897,473.97234852
34818,CSA,Central and South America,BLZ,Belize,2004,All,Age_all,[All],1298.0,100.0,848.10019948,469.43263027
34881,CSA,Central and South America,BLZ,Belize,2005,All,Age_all,[All],1369.0,100.0,871.17953849,482.38195913
34944,CSA,Central and South America,BLZ,Belize,2006,All,Age_all,[All],1395.0,100.0,867.13197015,478.84007428
35007,CSA,Central and South America,BLZ,Belize,2007,All,Age_all,[All],1386.0,100.0,814.73906174,463.50639579
35070,CSA,Central and South America,BLZ,Belize,2008,All,Age_all,[All],1301.0,100.0,734.99990206,424.0229709
35134,CSA,Central and South America,BLZ,Belize,2009,All,Age_all,[All],1453.0,100.0,771.39556215,461.77559549
35196,CSA,Central and South America,BLZ,Belize,2010,All,Age_all,[All],1557.0,100.0,787.18016605,482.84459661
35280,CSA,Central and South America,BLZ,Belize,2011,All,Age_all,[All],1555.0,100.0,721.59056379,470.8739481
35366,CSA,Central and South America,BLZ,Belize,2012,All,Age_all,[All],1536.0,100.0,680.5460708,454.43786982
35406,CSA,Central and South America,BLZ,Belize,2013,All,Age_all,[All],1611.0,100.0,679.63819249,465.99077275
35470,CSA,Central and South America,BLZ,Belize,2014,All,Age_all,[All],1587.0,100.0,651.80477262,449.10942196
35532,CSA,Central and South America,BLZ,Belize,2015,All,Age_all,[All],1772.0,100.0,693.84651,490.94984388
35596,CSA,Central and South America,BLZ,Belize,2016,All,Age_all,[All],1802.0,100.0,677.16955794,489.1422367
35658,EU,Europe,BIH,Bosnia and Herzegovina,1985,All,Age_all,[All],28966.0,100.0,854.72269848,676.88640666
35721,EU,Europe,BIH,Bosnia and Herzegovina,1986,All,Age_all,[All],29127.0,100.0,827.41056009,674.76717787
35784,EU,Europe,BIH,Bosnia and Herzegovina,1987,All,Age_all,[All],29382.0,100.0,824.41823254,674.28571429
35847,EU,Europe,BIH,Bosnia and Herzegovina,1988,All,Age_all,[All],29560.0,100.0,815.57082471,672.35300807
35910,EU,Europe,BIH,Bosnia and Herzegovina,1989,All,Age_all,[All],30383.0,100.0,828.9877308,685.04238817
35977,EU,Europe,BIH,Bosnia and Herzegovina,1990,All,Age_all,[All],29093.0,100.0,781.03736407,649.67285233
36036,EU,Europe,BIH,Bosnia and Herzegovina,1991,All,Age_all,[All],30680.0,100.0,798.00651501,679.00141643
36101,EU,Europe,BIH,Bosnia and Herzegovina,2011,All,Age_all,[All],35028.0,100.0,616.68155611,912.24997962
36162,EU,Europe,BIH,Bosnia and Herzegovina,2014,All,Age_all,[All],35980.0,100.0,570.21309925,940.07775107
36225,EU,Europe,BIH,Bosnia and Herzegovina,2016,All,Age_all,[All],36571.0,100.0,647.114582,1041.5017264
36290,EU,Europe,BIH,Bosnia and Herzegovina,2017,All,Age_all,[All],37979.0,100.0,625.0434893,1133.1856394
36351,EU,Europe,BIH,Bosnia and Herzegovina,2018,All,Age_all,[All],37744.0,100.0,611.22094863,1135.5250194
36414,EU,Europe,BIH,Bosnia and Herzegovina,2019,All,Age_all,[All],38829.0,100.0,620.03987469,1176.2799152
36459,EU,Europe,BIH,Bosnia and Herzegovina,2020,All,Age_all,[All],44427.0,100.0,689.69723329,1354.1435843
36540,CSA,Central and South America,BRA,Brazil,1979,All,Age_all,[All],710702.0,100.0,878.15341167,599.52035133
36603,CSA,Central and South America,BRA,Brazil,1980,All,Age_all,[All],749644.0,100.0,922.91632057,618.07856129
36666,CSA,Central and South America,BRA,Brazil,1981,All,Age_all,[All],749355.0,100.0,914.27503866,603.98002732
36729,CSA,Central and South America,BRA,Brazil,1982,All,Age_all,[All],740966.0,100.0,893.59127936,583.92286506
36816,CSA,Central and South America,BRA,Brazil,1983,All,Age_all,[All],770736.0,100.0,884.5184827,593.98825951
36855,CSA,Central and South America,BRA,Brazil,1984,All,Age_all,[All],809190.0,100.0,922.80603957,610.02896392
36926,CSA,Central and South America,BRA,Brazil,1985,All,Age_all,[All],787341.0,100.0,894.03487818,580.78957599
36976,CSA,Central and South America,BRA,Brazil,1986,All,Age_all,[All],810460.0,100.0,883.2431705,597.64690266
37045,CSA,Central and South America,BRA,Brazil,1987,All,Age_all,[All],798818.0,100.0,884.75937982,566.97346659
37102,CSA,Central and South America,BRA,Brazil,1988,All,Age_all,[All],833369.0,100.0,909.80042125,580.22940077
37167,CSA,Central and South America,BRA,Brazil,1989,All,Age_all,[All],814726.0,100.0,869.82688388,556.77950043
37250,CSA,Central and South America,BRA,Brazil,1990,All,Age_all,[All],816434.0,100.0,864.42210357,547.93042967
37294,CSA,Central and South America,BRA,Brazil,1991,All,Age_all,[All],802292.0,100.0,816.96831359,529.04881159
37359,CSA,Central and South America,BRA,Brazil,1992,All,Age_all,[All],825240.0,100.0,814.74268943,534.96908908
37423,CSA,Central and South America,BRA,Brazil,1993,All,Age_all,[All],876145.0,100.0,844.40437481,558.59110629
37487,CSA,Central and South America,BRA,Brazil,1994,All,Age_all,[All],884879.0,100.0,826.20651766,555.01720237
37572,CSA,Central and South America,BRA,Brazil,1995,All,Age_all,[All],890258.0,100.0,809.60963173,549.4744917
37611,CSA,Central and South America,BRA,Brazil,1996,All,Age_all,[All],908882.0,100.0,800.9786169,552.12691592
37695,CSA,Central and South America,BRA,Brazil,1997,All,Age_all,[All],903516.0,100.0,770.65946079,540.35116762
37779,CSA,Central and South America,BRA,Brazil,1998,All,Age_all,[All],929023.0,100.0,770.26181723,547.17532883
37863,CSA,Central and South America,BRA,Brazil,1999,All,Age_all,[All],938658.0,100.0,758.87893841,544.72215504
37950,CSA,Central and South America,BRA,Brazil,2000,All,Age_all,[All],946391.0,100.0,746.46657271,541.44353744
38031,CSA,Central and South America,BRA,Brazil,2001,All,Age_all,[All],961482.0,100.0,735.29802979,542.60914862
38115,CSA,Central and South America,BRA,Brazil,2002,All,Age_all,[All],982794.0,100.0,727.75568425,547.40312777
38198,CSA,Central and South America,BRA,Brazil,2003,All,Age_all,[All],1002312.0,100.0,720.97944794,551.29869468
38282,CSA,Central and South America,BRA,Brazil,2004,All,Age_all,[All],1024069.0,100.0,717.06634312,556.53963623
38367,CSA,Central and South America,BRA,Brazil,2005,All,Age_all,[All],1006827.0,100.0,685.46015367,540.93519094
38451,CSA,Central and South America,BRA,Brazil,2006,All,Age_all,[All],1031696.0,100.0,676.66512194,548.28638821
38535,CSA,Central and South America,BRA,Brazil,2007,All,Age_all,[All],1047827.0,100.0,663.44264939,551.10953484
38619,CSA,Central and South America,BRA,Brazil,2008,All,Age_all,[All],1075141.0,100.0,658.06321673,559.88073386
38703,CSA,Central and South America,BRA,Brazil,2009,All,Age_all,[All],1103088.0,100.0,653.8932535,568.93489463
38790,CSA,Central and South America,BRA,Brazil,2010,All,Age_all,[All],1136946.0,100.0,653.9464345,580.92324533
38871,CSA,Central and South America,BRA,Brazil,2011,All,Age_all,[All],1170498.0,100.0,647.25154931,592.61359883
38955,CSA,Central and South America,BRA,Brazil,2012,All,Age_all,[All],1181166.0,100.0,629.22683227,592.69507185
39039,CSA,Central and South America,BRA,Brazil,2013,All,Age_all,[All],1210474.0,100.0,622.89501959,602.11829218
39123,CSA,Central and South America,BRA,Brazil,2014,All,Age_all,[All],1227039.0,100.0,610.8136564,605.15701972
39207,CSA,Central and South America,BRA,Brazil,2015,All,Age_all,[All],1264175.0,100.0,609.47192359,618.26383475
39291,CSA,Central and South America,BRA,Brazil,2016,All,Age_all,[All],1309774.0,100.0,608.59978297,635.30976135
39375,CSA,Central and South America,BRA,Brazil,2017,All,Age_all,[All],1312664.0,100.0,589.17594629,631.59305884
39459,CSA,Central and South America,BRA,Brazil,2018,All,Age_all,[All],1316719.0,100.0,571.84341037,628.59753454
39543,CSA,Central and South America,BRA,Brazil,2019,All,Age_all,[All],1349801.0,100.0,553.79138938,642.31237996
39626,AS,Asia,BRN,Brunei Darussalam,1996,All,Age_all,[All],1002.0,100.0,767.64333824,328.93225046
39691,AS,Asia,BRN,Brunei Darussalam,1997,All,Age_all,[All],883.0,100.0,662.52224761,283.05092352
39753,AS,Asia,BRN,Brunei Darussalam,1998,All,Age_all,[All],928.0,100.0,718.04151057,290.7778307
39816,AS,Asia,BRN,Brunei Darussalam,1999,All,Age_all,[All],905.0,100.0,744.10136778,277.42865026
39879,AS,Asia,BRN,Brunei Darussalam,2000,All,Age_all,[All],965.0,100.0,791.13017435,289.64627137
39942,AS,Asia,BRN,Brunei Darussalam,2001,All,Age_all,[All],1014.0,100.0,676.97098229,304.64722212
40024,AS,Asia,BRN,Brunei Darussalam,2002,All,Age_all,[All],1041.0,100.0,753.0185079,302.4404416
40069,AS,Asia,BRN,Brunei Darussalam,2003,All,Age_all,[All],1010.0,100.0,768.15899251,288.90160183
40132,AS,Asia,BRN,Brunei Darussalam,2004,All,Age_all,[All],1009.0,100.0,621.19106252,280.51153739
40195,AS,Asia,BRN,Brunei Darussalam,2005,All,Age_all,[All],1072.0,100.0,607.33540205,289.65144556
40258,AS,Asia,BRN,Brunei Darussalam,2006,All,Age_all,[All],1095.0,100.0,593.58930827,285.90078329
40321,AS,Asia,BRN,Brunei Darussalam,2007,All,Age_all,[All],1174.0,100.0,630.69872044,313.09588895
40383,AS,Asia,BRN,Brunei Darussalam,2008,All,Age_all,[All],1091.0,100.0,569.40207198,287.54338848
40446,AS,Asia,BRN,Brunei Darussalam,2009,All,Age_all,[All],1171.0,100.0,587.13881049,305.02258365
40512,AS,Asia,BRN,Brunei Darussalam,2010,All,Age_all,[All],1208.0,100.0,541.91558947,291.50579151
40572,AS,Asia,BRN,Brunei Darussalam,2011,All,Age_all,[All],1235.0,100.0,502.76420711,292.16938727
40635,AS,Asia,BRN,Brunei Darussalam,2012,All,Age_all,[All],1216.0,100.0,514.59654387,304.15207604
40698,AS,Asia,BRN,Brunei Darussalam,2013,All,Age_all,[All],1400.0,100.0,589.59513485,346.17391283
40764,AS,Asia,BRN,Brunei Darussalam,2014,All,Age_all,[All],1470.0,100.0,604.65313665,358.738704
40824,AS,Asia,BRN,Brunei Darussalam,2015,All,Age_all,[All],1547.0,100.0,598.15693768,372.85463971
40887,AS,Asia,BRN,Brunei Darussalam,2016,All,Age_all,[All],1632.0,100.0,452.95791983,386.10952072
40950,AS,Asia,BRN,Brunei Darussalam,2017,All,Age_all,[All],1696.0,100.0,581.40019409,394.87776484
41013,AS,Asia,BRN,Brunei Darussalam,2018,All,Age_all,[All],1612.0,100.0,577.20468695,364.3761302
41076,AS,Asia,BRN,Brunei Darussalam,2019,All,Age_all,[All],1757.0,100.0,568.83245303,405.50676806
41139,EU,Europe,BGR,Bulgaria,1964,All,Age_all,[All],64479.0,100.0,811.65730563,791.70708348
41202,EU,Europe,BGR,Bulgaria,1965,All,Age_all,[All],66970.0,100.0,820.29176722,816.56790304
41268,EU,Europe,BGR,Bulgaria,1966,All,Age_all,[All],68366.0,100.0,826.79570445,827.86597401
41316,EU,Europe,BGR,Bulgaria,1967,All,Age_all,[All],74696.0,100.0,887.31680148,898.84719983
41391,EU,Europe,BGR,Bulgaria,1968,All,Age_all,[All],72176.0,100.0,837.23413314,862.35901357
41454,EU,Europe,BGR,Bulgaria,1969,All,Age_all,[All],80183.0,100.0,910.25343768,950.68886201
41518,EU,Europe,BGR,Bulgaria,1970,All,Age_all,[All],77095.0,100.0,854.63229678,908.11110064
41604,EU,Europe,BGR,Bulgaria,1971,All,Age_all,[All],82805.0,100.0,900.63367998,970.02249192
41643,EU,Europe,BGR,Bulgaria,1972,All,Age_all,[All],84174.0,100.0,911.30075268,981.48364077
41706,EU,Europe,BGR,Bulgaria,1973,All,Age_all,[All],81470.0,100.0,868.09376349,945.01797935
41770,EU,Europe,BGR,Bulgaria,1974,All,Age_all,[All],85239.0,100.0,889.47131897,982.16322721
41833,EU,Europe,BGR,Bulgaria,1975,All,Age_all,[All],89974.0,100.0,906.55600501,1031.5989819
41913,EU,Europe,BGR,Bulgaria,1976,All,Age_all,[All],88348.0,100.0,872.90175574,1008.7000206
41959,EU,Europe,BGR,Bulgaria,1977,All,Age_all,[All],94362.0,100.0,920.32638672,1071.7839213
42022,EU,Europe,BGR,Bulgaria,1978,All,Age_all,[All],92445.0,100.0,888.63707055,1048.8427502
42085,EU,Europe,BGR,Bulgaria,1979,All,Age_all,[All],94403.0,100.0,893.32890767,1069.6132972
42152,EU,Europe,BGR,Bulgaria,1980,All,Age_all,[All],97950.0,100.0,905.01000898,1105.3433392
42210,EU,Europe,BGR,Bulgaria,1981,All,Age_all,[All],95441.0,100.0,860.26380543,1073.4442307
42276,EU,Europe,BGR,Bulgaria,1982,All,Age_all,[All],100293.0,100.0,890.41379729,1124.6761985
42336,EU,Europe,BGR,Bulgaria,1983,All,Age_all,[All],102182.0,100.0,893.79400432,1143.000962
42402,EU,Europe,BGR,Bulgaria,1984,All,Age_all,[All],101419.0,100.0,877.55714519,1131.8200587
42462,EU,Europe,BGR,Bulgaria,1985,All,Age_all,[All],107485.0,100.0,934.92186217,1199.7566666
42525,EU,Europe,BGR,Bulgaria,1986,All,Age_all,[All],104039.0,100.0,902.74475438,1161.4606591
42588,EU,Europe,BGR,Bulgaria,1987,All,Age_all,[All],107213.0,100.0,902.03150786,1195.053169
42651,EU,Europe,BGR,Bulgaria,1988,All,Age_all,[All],107385.0,100.0,896.68576744,1195.6376511
42714,EU,Europe,BGR,Bulgaria,1989,All,Age_all,[All],106902.0,100.0,884.03315318,1189.1873853
42777,EU,Europe,BGR,Bulgaria,1990,All,Age_all,[All],108608.0,100.0,882.64706885,1207.9903902
42859,EU,Europe,BGR,Bulgaria,1991,All,Age_all,[All],110423.0,100.0,884.53699092,1229.3809842
42903,EU,Europe,BGR,Bulgaria,1992,All,Age_all,[All],107998.0,100.0,885.77038163,1264.5839676
42966,EU,Europe,BGR,Bulgaria,1993,All,Age_all,[All],109540.0,100.0,892.63853674,1292.9192781
43029,EU,Europe,BGR,Bulgaria,1994,All,Age_all,[All],111787.0,100.0,903.71963922,1323.9258136
43092,EU,Europe,BGR,Bulgaria,1995,All,Age_all,[All],114670.0,100.0,906.73840771,1364.1284305
43155,EU,Europe,BGR,Bulgaria,1996,All,Age_all,[All],117056.0,100.0,923.78286828,1399.722581
43218,EU,Europe,BGR,Bulgaria,1997,All,Age_all,[All],121861.0,100.0,982.61994715,1466.0851781
43281,EU,Europe,BGR,Bulgaria,1998,All,Age_all,[All],118190.0,100.0,959.22951522,1431.4262184
43355,EU,Europe,BGR,Bulgaria,1999,All,Age_all,[All],111786.0,100.0,877.36506279,1361.4839354
43430,EU,Europe,BGR,Bulgaria,2000,All,Age_all,[All],115087.0,100.0,883.65706249,1408.6239555
43470,EU,Europe,BGR,Bulgaria,2001,All,Age_all,[All],112368.0,100.0,854.10628472,1419.9889528
43533,EU,Europe,BGR,Bulgaria,2002,All,Age_all,[All],112617.0,100.0,848.87466039,1431.1657284
43596,EU,Europe,BGR,Bulgaria,2003,All,Age_all,[All],111927.0,100.0,838.45907836,1430.6408198
43659,EU,Europe,BGR,Bulgaria,2004,All,Age_all,[All],110110.0,100.0,815.57906435,1415.0844585
43740,EU,Europe,BGR,Bulgaria,2005,All,Age_all,[All],113374.0,100.0,820.8560414,1464.7992868
43785,EU,Europe,BGR,Bulgaria,2006,All,Age_all,[All],113438.0,100.0,807.61770606,1473.4083039
43848,EU,Europe,BGR,Bulgaria,2007,All,Age_all,[All],113004.0,100.0,792.48354498,1475.2934947
43911,EU,Europe,BGR,Bulgaria,2008,All,Age_all,[All],110523.0,100.0,768.21115777,1449.7871355
43974,EU,Europe,BGR,Bulgaria,2009,All,Age_all,[All],108068.0,100.0,744.05918711,1424.734787
44037,EU,Europe,BGR,Bulgaria,2010,All,Age_all,[All],110165.0,100.0,746.32794913,1462.1817666
44093,EU,Europe,BGR,Bulgaria,2011,All,Age_all,[All],108258.0,100.0,721.41910432,1459.7805893
44163,EU,Europe,BGR,Bulgaria,2012,All,Age_all,[All],109281.0,100.0,713.83259459,1495.7935298
44219,EU,Europe,BGR,Bulgaria,2013,All,Age_all,[All],104345.0,100.0,678.75461224,1436.2470518
44289,EU,Europe,BGR,Bulgaria,2014,All,Age_all,[All],108952.0,100.0,701.88489152,1508.2079545
44345,EU,Europe,BGR,Bulgaria,2015,All,Age_all,[All],110117.0,100.0,699.23216862,1534.0921993
44415,EU,Europe,BGR,Bulgaria,2016,All,Age_all,[All],107580.0,100.0,682.66339971,1509.2969493
44471,EU,Europe,BGR,Bulgaria,2017,All,Age_all,[All],109791.0,100.0,688.60392963,1551.6085691
44563,EU,Europe,BGR,Bulgaria,2018,All,Age_all,[All],108526.0,100.0,678.29233383,1544.845956
44597,EU,Europe,BGR,Bulgaria,2019,All,Age_all,[All],108083.0,100.0,669.71250626,1549.4081255
44669,AF,Africa,CPV,Cabo Verde,1980,All,Age_all,[All],2281.0,100.0,1098.0508348,803.60194048
44733,AF,Africa,CPV,Cabo Verde,2011,All,Age_all,[All],2521.0,100.0,742.7108184,505.35524208
44795,NAC,North America and the Caribbean,CAN,Canada,1950,All,Age_all,[All],123789.0,100.0,972.39254436,904.36148451
44856,NAC,North America and the Caribbean,CAN,Canada,1951,All,Age_all,[All],125454.0,100.0,971.69370981,897.0996253
44905,NAC,North America and the Caribbean,CAN,Canada,1952,All,Age_all,[All],125950.0,100.0,941.97443438,874.34918431
44982,NAC,North America and the Caribbean,CAN,Canada,1953,All,Age_all,[All],127381.0,100.0,931.59613515,863.24884793
45045,NAC,North America and the Caribbean,CAN,Canada,1954,All,Age_all,[All],124520.0,100.0,888.06815206,820.93881857
45108,NAC,North America and the Caribbean,CAN,Canada,1955,All,Age_all,[All],128154.0,100.0,897.51257267,822.92429204
45169,NAC,North America and the Caribbean,CAN,Canada,1956,All,Age_all,[All],131961.0,100.0,889.94767657,820.6121586
45234,NAC,North America and the Caribbean,CAN,Canada,1957,All,Age_all,[All],136579.0,100.0,900.60373053,823.31062752
45297,NAC,North America and the Caribbean,CAN,Canada,1958,All,Age_all,[All],135201.0,100.0,874.62960438,793.06076959
45360,NAC,North America and the Caribbean,CAN,Canada,1959,All,Age_all,[All],139913.0,100.0,885.8695881,802.16144938
45423,NAC,North America and the Caribbean,CAN,Canada,1960,All,Age_all,[All],139693.0,100.0,869.62855081,784.17536769
45486,NAC,North America and the Caribbean,CAN,Canada,1961,All,Age_all,[All],140985.0,100.0,836.16169758,773.01612541
45549,NAC,North America and the Caribbean,CAN,Canada,1962,All,Age_all,[All],143699.0,100.0,832.19645928,773.82337103
45612,NAC,North America and the Caribbean,CAN,Canada,1963,All,Age_all,[All],147367.0,100.0,836.4649135,779.88463167
45675,NAC,North America and the Caribbean,CAN,Canada,1964,All,Age_all,[All],145850.0,100.0,811.61357188,758.2531843
45738,NAC,North America and the Caribbean,CAN,Canada,1965,All,Age_all,[All],148939.0,100.0,816.73590104,761.01885443
45801,NAC,North America and the Caribbean,CAN,Canada,1966,All,Age_all,[All],149863.0,100.0,802.76393178,748.76091692
45864,NAC,North America and the Caribbean,CAN,Canada,1967,All,Age_all,[All],150283.0,100.0,789.71396338,736.50085763
45927,NAC,North America and the Caribbean,CAN,Canada,1968,All,Age_all,[All],153196.0,100.0,788.91913129,738.50752025
45990,NAC,North America and the Caribbean,CAN,Canada,1969,All,Age_all,[All],154477.0,100.0,778.93217336,733.47419401
46053,NAC,North America and the Caribbean,CAN,Canada,1970,All,Age_all,[All],155961.0,100.0,770.32294432,731.38716939
46116,NAC,North America and the Caribbean,CAN,Canada,1971,All,Age_all,[All],157272.0,100.0,743.88649601,728.3910021
46164,NAC,North America and the Caribbean,CAN,Canada,1972,All,Age_all,[All],162413.0,100.0,753.01067746,744.27631338
46242,NAC,North America and the Caribbean,CAN,Canada,1973,All,Age_all,[All],164039.0,100.0,744.54891741,743.18942747
46305,NAC,North America and the Caribbean,CAN,Canada,1974,All,Age_all,[All],166794.0,100.0,740.14668159,744.77234063
46368,NAC,North America and the Caribbean,CAN,Canada,1975,All,Age_all,[All],167176.0,100.0,724.50122208,735.58646362
46431,NAC,North America and the Caribbean,CAN,Canada,1976,All,Age_all,[All],167009.0,100.0,713.05846653,725.34712722
46491,NAC,North America and the Caribbean,CAN,Canada,1977,All,Age_all,[All],167498.0,100.0,685.48985918,719.15023335
46542,NAC,North America and the Caribbean,CAN,Canada,1978,All,Age_all,[All],168179.0,100.0,671.53575323,715.95998297
46620,NAC,North America and the Caribbean,CAN,Canada,1979,All,Age_all,[All],168183.0,100.0,654.90782357,710.51430889
46672,NAC,North America and the Caribbean,CAN,Canada,1980,All,Age_all,[All],171473.0,100.0,648.10861803,716.36921174
46746,NAC,North America and the Caribbean,CAN,Canada,1981,All,Age_all,[All],171029.0,100.0,626.7719185,702.57402478
46809,NAC,North America and the Caribbean,CAN,Canada,1982,All,Age_all,[All],174413.0,100.0,637.99014392,708.27614213
46872,NAC,North America and the Caribbean,CAN,Canada,1983,All,Age_all,[All],174484.0,100.0,601.51056478,701.02612315
46924,NAC,North America and the Caribbean,CAN,Canada,1984,All,Age_all,[All],175727.0,100.0,589.18791821,699.33022656
46987,NAC,North America and the Caribbean,CAN,Canada,1985,All,Age_all,[All],181323.0,100.0,590.50508695,715.03553035
47061,NAC,North America and the Caribbean,CAN,Canada,1986,All,Age_all,[All],184224.0,100.0,592.01515832,727.89053826
47124,NAC,North America and the Caribbean,CAN,Canada,1987,All,Age_all,[All],184953.0,100.0,577.6830157,721.76498823
47182,NAC,North America and the Caribbean,CAN,Canada,1988,All,Age_all,[All],190011.0,100.0,575.77413512,732.9738112
47250,NAC,North America and the Caribbean,CAN,Canada,1989,All,Age_all,[All],190965.0,100.0,562.56898314,728.35974598
47313,NAC,North America and the Caribbean,CAN,Canada,1990,All,Age_all,[All],191973.0,100.0,550.05514407,722.26507094
47371,NAC,North America and the Caribbean,CAN,Canada,1991,All,Age_all,[All],195568.0,100.0,538.56341949,716.44765523
47439,NAC,North America and the Caribbean,CAN,Canada,1992,All,Age_all,[All],196535.0,100.0,517.42218224,691.1582664
47519,NAC,North America and the Caribbean,CAN,Canada,1993,All,Age_all,[All],204912.0,100.0,522.7162567,707.88682765
47562,NAC,North America and the Caribbean,CAN,Canada,1994,All,Age_all,[All],207077.0,100.0,513.55309935,707.92409226
